"('40.70949', '-74.01389')","(4, 1)"
"('40.76711', '-73.95649')","(5, 2)"
"('40.77509', '-73.95377')","(8, 1)"
"('40.71508', '-73.99248')","(2, 3)"
"('40.73714', '-73.98859')","(12, 2)"
"('40.68087', '-73.97514')","(1, 7)"
"('40.77492', '-73.95079')","(2, 3)"
"('40.72677', '-73.98898')","(5, 2)"
"('40.72238', '-74.00376')","(7, 2)"
"('40.76165', '-73.98656')","(10, 2)"
"('40.76926', '-73.96936')","(1, 1)"
"('40.73321', '-74.00303')","(3, 1)"
"('40.72449', '-73.98163')","(2, 3)"
"('40.71436', '-74.00838')","(7, 1)"
"('40.61642', '-73.97444')","(2, 1)"
"('40.75413', '-73.98833')","(2, 1)"
"('40.71103', '-73.96057')","(1, 2)"
"('40.68786', '-73.95479')","(1, 1)"
"('40.78592', '-73.95511')","(3, 1)"
"('40.73641', '-74.00194')","(1, 1)"
"('40.74283', '-74.00027')","(7, 3)"
"('40.76022', '-73.96152')","(5, 1)"
"('40.73875', '-74.00344')","(2, 1)"
"('40.74511', '-73.98065')","(2, 5)"
"('40.75533', '-73.99117')","(7, 2)"
"('40.75699', '-73.96698')","(5, 1)"
"('40.71869', '-73.95465')","(1, 2)"
"('40.76166', '-73.97491')","(5, 2)"
"('40.73392', '-73.99279')","(2, 3)"
"('40.78324', '-73.97455')","(1, 1)"
"('40.76491', '-73.95515')","(3, 1)"
"('40.71347', '-74.00481')","(1, 1)"
"('40.77284', '-73.92744')","(1, 3)"
"('40.74902', '-73.98803')","(4, 2)"
"('40.73916', '-73.97996')","(1, 1)"
"('40.79398', '-73.97228')","(2, 1)"
"('40.75843', '-73.97306')","(2, 2)"
"('40.74517', '-73.98272')","(2, 3)"
"('40.73337', '-74.00257')","(1, 1)"
"('40.84107', '-73.93976')","(1, 2)"
"('40.73314', '-74.00586')","(2, 1)"
"('40.72195', '-73.99626')","(7, 1)"
"('40.73244', '-73.99129')","(3, 1)"
"('40.73019', '-73.95424')","(1, 4)"
"('40.72598', '-74.00909')","(1, 1)"
"('40.74258', '-73.98041')","(3, 2)"
"('40.78022', '-73.96136')","(4, 1)"
"('40.74718', '-73.98969')","(4, 1)"
"('40.75403', '-73.99384')","(1, 1)"
"('40.76177', '-73.97905')","(3, 1)"
"('40.72564', '-73.99206')","(4, 2)"
"('40.75095', '-73.98272')","(3, 3)"
"('40.72584', '-74.00755')","(3, 2)"
"('40.71272', '-74.00966')","(2, 1)"
"('40.75031', '-73.99111')","(22, 4)"
"('40.74445', '-73.97302')","(1, 2)"
"('40.75911', '-73.97468')","(3, 2)"
"('40.75897', '-73.99393')","(4, 3)"
"('40.75869', '-73.87344')","(1, 1)"
"('40.74904', '-73.98831')","(2, 1)"
"('40.83156', '-73.94298')","(1, 4)"
"('40.73478', '-73.99871')","(3, 6)"
"('40.72842', '-73.99967')","(2, 3)"
"('40.81017', '-73.95116')","(1, 10)"
"('40.73855', '-73.98042')","(3, 4)"
"('40.75468', '-73.99535')","(3, 3)"
"('40.76015', '-74.00263')","(1, 3)"
"('40.72715', '-74.00554')","(1, 2)"
"('40.77075', '-73.95694')","(6, 2)"
"('40.76109', '-73.98326')","(2, 2)"
"('40.73875', '-74.00549')","(2, 2)"
"('40.78529', '-73.95556')","(3, 1)"
"('40.74658', '-73.99755')","(3, 5)"
"('40.72514', '-73.99019')","(2, 1)"
"('40.77613', '-73.91069')","(2, 2)"
"('40.71939', '-74.00188')","(1, 2)"
"('40.73786', '-74.00018')","(3, 2)"
"('40.76336', '-73.98281')","(1, 1)"
"('40.74409', '-73.97634')","(4, 2)"
"('40.84153', '-73.88071')","(1, 1)"
"('40.78642', '-73.94238')","(3, 2)"
"('40.72124', '-73.99223')","(2, 11)"
"('40.72797', '-73.98811')","(5, 4)"
"('40.77436', '-73.91286')","(1, 3)"
"('40.76416', '-73.96888')","(1, 3)"
"('40.79332', '-73.97461')","(3, 1)"
"('40.76229', '-73.97445')","(5, 3)"
"('40.76513', '-73.97661')","(6, 1)"
"('40.77548', '-73.98216')","(1, 2)"
"('40.73343', '-73.99548')","(9, 2)"
"('40.74476', '-73.99515')","(2, 2)"
"('40.67865', '-73.97893')","(1, 1)"
"('40.73106', '-74.00141')","(2, 1)"
"('40.74665', '-73.99006')","(3, 4)"
"('40.76155', '-73.99406')","(3, 2)"
"('40.76302', '-73.97813')","(3, 7)"
"('40.76025', '-73.96962')","(1, 2)"
"('40.72575', '-73.99202')","(9, 1)"
"('40.68993', '-73.98147')","(1, 6)"
"('40.75165', '-73.99013')","(6, 4)"
"('40.76979', '-73.96478')","(6, 1)"
"('40.68417', '-73.99219')","(1, 1)"
"('40.75241', '-73.97834')","(13, 3)"
"('40.77241', '-73.96286')","(1, 3)"
"('40.73292', '-74.00006')","(1, 3)"
"('40.77695', '-73.95954')","(1, 2)"
"('40.78655', '-73.95465')","(1, 1)"
"('40.77461', '-73.94808')","(3, 1)"
"('40.71305', '-74.00722')","(2, 1)"
"('40.77741', '-73.97879')","(1, 6)"
"('40.76975', '-73.95457')","(6, 1)"
"('40.80297', '-73.96386')","(2, 2)"
"('40.75827', '-73.93335')","(1, 1)"
"('40.7429', '-73.99281')","(10, 1)"
"('40.74984', '-73.95224')","(1, 1)"
"('40.72388', '-73.98208')","(1, 2)"
"('40.68978', '-73.96518')","(1, 3)"
"('40.78043', '-73.94989')","(4, 1)"
"('40.76468', '-73.99178')","(4, 1)"
"('40.72409', '-73.98442')","(1, 1)"
"('40.72766', '-74.00138')","(2, 1)"
"('40.72007', '-73.98835')","(3, 4)"
"('40.74972', '-73.98362')","(3, 5)"
"('40.73506', '-74.00197')","(1, 1)"
"('40.76092', '-73.99452')","(5, 2)"
"('40.70637', '-74.00713')","(1, 1)"
"('40.75205', '-74.00098')","(2, 2)"
"('40.78174', '-73.98106')","(5, 2)"
"('40.74714', '-74.00085')","(2, 1)"
"('40.73461', '-73.98621')","(3, 3)"
"('40.76517', '-73.91393')","(1, 1)"
"('40.73643', '-74.00663')","(1, 2)"
"('40.75213', '-73.97977')","(3, 3)"
"('40.78382', '-73.97782')","(2, 3)"
"('40.79798', '-73.96198')","(1, 1)"
"('40.75076', '-73.97444')","(2, 3)"
"('40.72639', '-73.98616')","(6, 6)"
"('40.74248', '-73.95666')","(1, 2)"
"('40.77601', '-73.98724')","(1, 2)"
"('40.75473', '-73.98978')","(1, 1)"
"('40.71436', '-74.00045')","(1, 2)"
"('40.75728', '-73.97811')","(1, 1)"
"('40.76022', '-73.96746')","(2, 4)"
"('40.72787', '-74.00542')","(3, 3)"
"('40.72163', '-73.99352')","(4, 3)"
"('40.76802', '-73.97028')","(3, 4)"
"('40.73521', '-73.99171')","(9, 5)"
"('40.73759', '-73.98025')","(1, 1)"
"('40.72098', '-73.98695')","(1, 8)"
"('40.74788', '-73.97542')","(1, 1)"
"('40.76365', '-73.97346')","(8, 5)"
"('40.69328', '-73.97385')","(2, 4)"
"('40.75474', '-73.98789')","(1, 4)"
"('40.73537', '-73.98996')","(6, 5)"
"('40.7453', '-73.98685')","(5, 1)"
"('40.71654', '-73.99698')","(1, 4)"
"('40.66607', '-73.99522')","(1, 1)"
"('40.72117', '-73.99657')","(2, 4)"
"('40.80389', '-73.95574')","(1, 1)"
"('40.77723', '-73.94616')","(3, 1)"
"('40.74281', '-73.99657')","(8, 5)"
"('40.70135', '-73.98285')","(1, 1)"
"('40.73291', '-74.00397')","(5, 1)"
"('40.71745', '-74.00353')","(1, 1)"
"('40.73321', '-73.99112')","(8, 1)"
"('40.75337', '-73.97465')","(4, 1)"
"('40.77042', '-73.96221')","(1, 1)"
"('40.71807', '-73.96413')","(1, 1)"
"('40.77415', '-73.98487')","(1, 1)"
"('40.73773', '-73.98817')","(5, 2)"
"('40.73361', '-73.99956')","(6, 1)"
"('40.75394', '-73.97213')","(5, 3)"
"('40.70869', '-74.00728')","(2, 1)"
"('40.71088', '-74.00906')","(3, 1)"
"('40.76974', '-73.98211')","(2, 1)"
"('40.82201', '-73.95366')","(1, 1)"
"('40.75564', '-73.99096')","(2, 1)"
"('40.73543', '-73.98269')","(1, 3)"
"('40.75409', '-73.99207')","(9, 2)"
"('40.72135', '-74.00465')","(6, 2)"
"('40.75723', '-73.97604')","(3, 1)"
"('40.72106', '-73.99819')","(3, 1)"
"('40.73413', '-73.99918')","(4, 2)"
"('40.73704', '-73.98653')","(2, 1)"
"('40.72374', '-74.00611')","(1, 2)"
"('40.72267', '-73.98296')","(3, 6)"
"('40.72317', '-73.98939')","(1, 1)"
"('40.77529', '-73.95363')","(3, 1)"
"('40.72301', '-73.98575')","(8, 4)"
"('40.72567', '-74.00577')","(2, 1)"
"('40.71676', '-73.96339')","(1, 1)"
"('40.75853', '-73.98884')","(5, 4)"
"('40.69122', '-73.98213')","(1, 1)"
"('40.74963', '-73.99903')","(3, 3)"
"('40.74579', '-73.98228')","(3, 2)"
"('40.76811', '-73.95886')","(1, 1)"
"('40.69698', '-73.93522')","(2, 8)"
"('40.72426', '-73.98483')","(3, 3)"
"('40.73496', '-73.97978')","(1, 4)"
"('40.74462', '-73.99897')","(3, 3)"
"('40.76359', '-73.98143')","(2, 2)"
"('40.77353', '-73.98533')","(3, 1)"
"('40.76541', '-73.96797')","(3, 3)"
"('40.69313', '-73.96983')","(1, 13)"
"('40.70518', '-74.00739')","(4, 2)"
"('40.75219', '-73.99346')","(4, 7)"
"('40.74085', '-73.98587')","(4, 3)"
"('40.77592', '-73.94712')","(2, 3)"
"('40.80933', '-73.95921')","(3, 2)"
"('40.72918', '-73.98724')","(10, 7)"
"('40.76031', '-73.97169')","(5, 1)"
"('40.76082', '-73.99831')","(2, 3)"
"('40.72075', '-74.01006')","(6, 1)"
"('40.75347', '-73.99252')","(4, 1)"
"('40.71946', '-74.00183')","(2, 1)"
"('40.75269', '-73.97904')","(4, 1)"
"('40.72493', '-73.99034')","(2, 1)"
"('40.76427', '-73.97301')","(4, 2)"
"('40.71692', '-73.98321')","(1, 2)"
"('40.74047', '-73.99828')","(8, 3)"
"('40.85368', '-73.93053')","(1, 1)"
"('40.71111', '-73.94936')","(2, 1)"
"('40.72949', '-74.00697')","(1, 1)"
"('40.77809', '-73.97829')","(2, 1)"
"('40.79156', '-73.94467')","(1, 8)"
"('40.75403', '-73.97205')","(3, 1)"
"('40.74572', '-73.97812')","(2, 3)"
"('40.78294', '-73.94803')","(1, 2)"
"('40.75837', '-73.97099')","(8, 2)"
"('40.73883', '-73.98523')","(2, 1)"
"('40.79124', '-73.97939')","(2, 1)"
"('40.79721', '-73.96991')","(1, 3)"
"('40.73839', '-74.00386')","(2, 1)"
"('40.71877', '-73.99569')","(2, 2)"
"('40.73952', '-73.98685')","(5, 4)"
"('40.73779', '-73.99012')","(4, 2)"
"('40.75144', '-73.97395')","(4, 3)"
"('40.73165', '-73.98544')","(4, 4)"
"('40.75595', '-73.99072')","(16, 6)"
"('40.74592', '-73.98639')","(1, 2)"
"('40.75671', '-73.98645')","(1, 3)"
"('40.72628', '-73.98033')","(5, 2)"
"('40.71997', '-73.99289')","(1, 12)"
"('40.73954', '-73.98883')","(2, 1)"
"('40.76734', '-73.96868')","(3, 1)"
"('40.76373', '-73.96206')","(1, 3)"
"('40.72781', '-73.99475')","(1, 3)"
"('40.69364', '-73.98332')","(1, 4)"
"('40.73759', '-73.99743')","(2, 1)"
"('40.75324', '-73.96661')","(2, 5)"
"('40.75231', '-73.98594')","(3, 5)"
"('40.77215', '-73.92899')","(1, 1)"
"('40.76614', '-73.97164')","(3, 1)"
"('40.72817', '-73.98485')","(1, 3)"
"('40.72032', '-73.96172')","(1, 3)"
"('40.71707', '-74.00624')","(2, 2)"
"('40.76843', '-73.98905')","(2, 2)"
"('40.72528', '-73.97797')","(7, 4)"
"('40.78586', '-73.95092')","(3, 2)"
"('40.76859', '-73.96775')","(4, 1)"
"('40.70772', '-74.00827')","(1, 1)"
"('40.72998', '-74.00049')","(5, 1)"
"('40.75797', '-73.98553')","(5, 1)"
"('40.76516', '-73.97505')","(5, 1)"
"('40.72004', '-73.95534')","(1, 2)"
"('40.76524', '-73.95786')","(2, 1)"
"('40.74147', '-73.98542')","(5, 2)"
"('40.75029', '-73.99484')","(18, 5)"
"('40.73303', '-73.98444')","(2, 2)"
"('40.72147', '-73.98382')","(2, 4)"
"('40.73755', '-74.00568')","(3, 2)"
"('40.73113', '-74.00294')","(6, 2)"
